team,season,week,week_label,elo,previous_elo,elo_change,rank,previous_rank,rank_change,conference,classification,logo_url,color
Kentucky,2026,2,Week 2,1495.942347413441,1483.2431416695604,12.699205743880611,76,83,7,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/96.png,#0033a0
Kansas,2026,2,Week 2,1491.324831437856,1477.6789091929445,13.64592224491139,77,86,9,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2305.png,#0051ba
Delaware,2026,2,Week 2,1489.5434894024193,1477.167086719328,12.376402683091328,78,87,9,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/48.png,#00539f
West Virginia,2026,2,Week 2,1484.7981788276638,1460.572543971418,24.225634856245733,79,94,15,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/277.png,#eaaa00
Florida International,2026,2,Week 2,1482.326850841506,1501.9097653012398,-19.58291445973373,80,72,-8,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2229.png,#091f3f
Mississippi State,2026,2,Week 2,1476.8443120898185,1446.093334628961,30.750977460857484,81,100,19,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/344.png,#5d1725
Michigan State,2026,2,Week 2,1474.5641971221996,1433.6794896490076,40.884707473192066,82,108,26,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/127.png,#173f35
Miami (OH),2026,2,Week 2,1474.4533089192437,1511.1033514255398,-36.65004250629613,83,68,-15,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/193.png,#c41230
Nevada,2026,2,Week 2,1474.1908156654058,1417.143922766972,57.046892898433725,84,117,33,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2440.png,#041e42
North Carolina,2026,2,Week 2,1472.8270752994415,1437.6985351094552,35.128540189986325,85,105,20,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/153.png,#7bafd4
UCF,2026,2,Week 2,1471.3066397908835,1457.69811320424,13.60852658664362,86,95,9,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2116.png,#000000
Air Force,2026,2,Week 2,1470.3505244212342,1456.9703125768654,13.380211844368887,87,96,9,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2005.png,#003594
Florida State,2026,2,Week 2,1469.6144787585583,1461.050149762522,8.564328996036238,88,93,5,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/52.png,#782f40
Marshall,2026,2,Week 2,1467.5779881294177,1497.3491794614752,-29.77119133205747,89,73,-16,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/276.png,#00b140
Sacramento State,2026,2,Week 2,1467.08209342369,1486.5857028698963,-19.503609446206383,90,80,-10,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/16.png,#00573c
Baylor,2026,2,Week 2,1465.4442234492535,1480.2533262580794,-14.809102808825855,91,85,-6,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/239.png,#154734
South Alabama,2026,2,Week 2,1464.4979621354546,1450.5733771209768,13.92458501447777,92,98,6,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/6.png,#00205b
Utah State,2026,2,Week 2,1462.0753117543954,1485.2048776989277,-23.12956594453226,93,81,-12,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/328.png,#0f2439
Colorado,2026,2,Week 2,1461.9999472470438,1440.0184663924551,21.981480854588654,94,104,10,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/38.png,#cfb87c
Western Kentucky,2026,2,Week 2,1460.731637303172,1517.7785302016057,-57.046892898433725,95,66,-29,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/98.png,#c60c30
Southern Miss,2026,2,Week 2,1458.358405772854,1443.9274352029,14.43097056995407,96,101,5,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2572.png,#ffc72c
Arkansas State,2026,2,Week 2,1457.7234579804974,1480.6912168696324,-22.967758889134984,97,84,-13,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2032.png,#cc092f
App State,2026,2,Week 2,1457.3286519056123,1442.9110524256903,14.417599479922046,98,102,4,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2026.png,#000000
Hawai'i,2026,2,Week 2,1456.273677301708,1539.3069194435004,-83.03324214179247,99,56,-43,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/62.png,#024731
Wisconsin,2026,2,Week 2,1453.788383076508,1473.9601920346815,-20.171808958173642,100,89,-11,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/275.png,#a00000
Missouri State,2026,2,Week 2,1451.4597308110424,1473.5319685214838,-22.072237710441414,101,90,-11,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2623.png,#5e0009
Stanford,2026,2,Week 2,1449.4263501618034,1450.3534246339043,-0.9270744721009123,102,99,-3,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/24.png,#8c1515
Temple,2026,2,Week 2,1448.70025728703,1433.65854010636,15.04171718066982,103,109,6,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/218.png,#a41e35
Buffalo,2026,2,Week 2,1447.7049127738762,1434.409536341224,13.29537643265212,104,107,3,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2084.png,#005bbb
Central Michigan,2026,2,Week 2,1447.32297207173,1475.3381303509643,-28.015158279234356,105,88,-17,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2117.png,#6a0032
Liberty,2026,2,Week 2,1445.9725012455792,1455.1735817861277,-9.201080540548446,106,97,-9,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2335.png,#0a254e
Arkansas,2026,2,Week 2,1445.268011811063,1429.719242046389,15.548769764674034,107,110,3,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/8.png,#a32136
Maryland,2026,2,Week 2,1442.0130540570424,1426.0105390866283,16.00251497041404,108,112,4,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/120.png,#ce1126
Coastal Carolina,2026,2,Week 2,1441.403696904315,1465.6293317605607,-24.225634856245733,109,92,-17,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/324.png,#006f71
Virginia Tech,2026,2,Week 2,1438.794906270535,1423.0122385105306,15.782667760004415,110,114,4,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/259.png,#861f41
Rice,2026,2,Week 2,1434.4553748365945,1418.5793882646117,15.875986571982821,111,116,5,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/242.png,#00205b
Eastern Michigan,2026,2,Week 2,1430.132003939019,1434.660687778685,-4.528683839666201,112,106,-6,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2199.png,#046a38
Rutgers,2026,2,Week 2,1424.8744481897631,1487.9759815307152,-63.101533340952074,113,79,-34,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/164.png,#ce0e2d
San José State,2026,2,Week 2,1422.1078578156562,1395.1486351657545,26.959222649901676,114,126,12,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/23.png,#0055a2
Colorado State,2026,2,Week 2,1421.1461486065318,1378.800245892688,42.34590271384377,115,130,15,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/36.png,#1e4d2b
Syracuse,2026,2,Week 2,1419.3524104698304,1402.9470525670572,16.405357902773176,116,123,7,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/183.png,#f76900
California,2026,2,Week 2,1416.0536047587236,1473.5151055353765,-57.46150077665288,117,91,-26,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/25.png,#041e42
Tulsa,2026,2,Week 2,1415.8005863643984,1389.532976078513,26.26761028588544,118,128,10,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/202.png,#003595
Purdue,2026,2,Week 2,1412.262946778658,1395.663639248335,16.59930753032313,119,125,6,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/2509.png,#ceb888
Middle Tennessee,2026,2,Week 2,1410.0150135424594,1394.1139349010684,15.901078641390995,120,127,7,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2393.png,#036eb7
Boston College,2026,2,Week 2,1402.86103970828,1427.7940922049836,-24.933052496703567,121,111,-10,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/103.png,#8c2232
Bowling Green,2026,2,Week 2,1397.8775264467567,1416.0972014705342,-18.219675023777427,122,119,-3,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/189.png,#fd5000
Akron,2026,2,Week 2,1397.2931038933596,1420.0096534495292,-22.71654955616964,123,115,-8,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2006.png,#041e42
UAB,2026,2,Week 2,1395.6840502683667,1413.8444018099715,-18.16035154160477,124,120,-4,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/5.png,#1a5632
New Mexico State,2026,2,Week 2,1390.4787430020644,1397.6093998595886,-7.130656857524173,125,124,-1,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/166.png,#8c0b42
Northern Illinois,2026,2,Week 2,1389.5657847376483,1405.460583584727,-15.894798847078619,126,122,-4,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2459.png,#c8102e
Florida Atlantic,2026,2,Week 2,1383.914886049812,1416.1057534575102,-32.190867407698306,127,118,-9,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2226.png,#003366
Wyoming,2026,2,Week 2,1381.0765841979517,1423.4224869117954,-42.34590271384377,128,113,-15,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2751.png,#492f24
Kent State,2026,2,Week 2,1378.4805122428695,1411.07295339726,-32.5924411543906,129,121,-8,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2309.png,#002664
Ball State,2026,2,Week 2,1377.8240149624394,1387.3654929875554,-9.541478025116021,130,129,-1,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2050.png,#ba0c2f
Sam Houston,2026,2,Week 2,1368.4562593564751,1377.167221630305,-8.710962273829864,131,131,0,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2534.png,#f56423
Georgia State,2026,2,Week 2,1361.3607786708822,1342.3203024386726,19.040476232209585,132,136,4,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2247.png,#0039a6
UTEP,2026,2,Week 2,1354.7115045358778,1369.3742868042764,-14.662782268398587,133,132,-1,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2638.png,#ff8200
Oregon State,2026,2,Week 2,1354.234153286215,1367.6609538461498,-13.426800559934918,134,133,-1,Pac-12,fbs,https://cdn.collegefootballdata.com/logos/500/204.png,#dc4405
Massachusetts,2026,2,Week 2,1338.9024738272756,1275.8009404863235,63.101533340952074,135,138,3,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/113.png,#881c1c
UL Monroe,2026,2,Week 2,1327.4914765013743,1358.2424539622318,-30.750977460857484,136,134,-2,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2433.png,#840029
Charlotte,2026,2,Week 2,1327.457455958824,1336.2459533563492,-8.788497397525134,137,137,0,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2429.png,#005035
Oklahoma State,2026,2,Week 2,1323.2213613317597,1349.4889716176451,-26.26761028588544,138,135,-3,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/197.png,#fe5c00
